humid95:
------------
100	60
100	62.7
96.3	78
100	57.3
90.9	62.8
100	58.5
95.3	64.6
82	94.6
84.3	88
100	65.5
97	78.4
92	59.8
100	76.5
100	65.7
88.2	68.4
93.6	64.5
85.9	75.2
95.1	49.8
96.7	60.8
92.1	62.1
98.2	64.1
100	65.9
94	78
96.9	71.9
98.4	70.9
98.3	64.6
96.6	54.8
100	61.4
98.3	60.4
100	70.9
100	67.6
97.1	67.6
97.2	65.3
94.3	61.2
98.6	61.8
90.3	69.7
95.8	67.2
100	66.1
100	62.9
77.7	78.7
93.5	71.1
89	70.9
97.3	69.2
100	36.2
83.1	77.3
97.6	85.6
98.5	54.7
78.2	70.5
94.3	37.5
85.9	44.6
90.1	32.2
83.1	41.7
82.3	78.5
96	71.9
96.8	83
97	62
89.4	43.2
94.7	53.9
91.8	30.1
84.3	29.4
80.2	31.1
84.7	30.4
79.8	48.2
81.4	39.9
64.6	28.6
79.9	87.3
98.7	34.8
71.9	63.4
92.2	78.6
92.6	43.2
76.8	28.1
69.9	32.2
75.4	24.8
58.2	37.8
73.2	44.7
85.9	18.8
63.6	39.7
68.1	39.3
65	40.2
64.8	49.3
74.2	45.3
DNA	DNA
DNA	DNA
DNA	DNA
DNA	DNA
DNA	DNA
DNA	41.7
72.8	72.9
78.8	34.3
68.2	40.6
62.1	30.2
74.5	44.7
70.1	41.9
65.8	23.9
57.6	21.9
59.9	22.3
52.9	23.7
40.1	52
78.4	73.9
79.3	50.4
70.9	41.4
48.6	34.1
48	25.2
58.4	21.2
63.8	34.9
54.5	33.4
75.4	44.9
73.2	35.3
50.5	29
55.5	39
56.4	36.4
64.8	48.7
62.9	46.5
61.4	30.2
56.8	34.8
51.1	38.5
48.3	58.8
65.3	47.1
55.2	53.3
64.2	46.3
57.2	23.4
45.5	23.4
38	20.9
35.4	23.3
43.3	18.4
39.4	28.8
53	49.7
59	52.6
62.1	54.7
56	62
78.4	87.8
67.2	63.3
71.3	60.6
79.3	65.8
68.2	69.7
78.3	75.4
89.7	79.5
71.8	66
59.2	47.4
64.8	39.9
62.1	45.7
60.4	40
58.5	18.2
47.4	28.3
46	19.6
47.6	22.5
42.4	34.6
51.6	39.4
62.8	56.9
60.8	52.7
68	63.6
76.8	61
65.9	61.9
96.6	79.5
89.9	81.4
84.3	83
86.3	71.6
70.4	94.9
83.8	76.9
77.2	91.7
95.7	74
89.9	89.5
98.2	86.6
93	63.8
95.6	64.7
93.9	72.3
93.9	94.8
90.7	75.1
97.3	72.9
90.3	62.9
91.1	83.2
75.6	63.9
77.6	73.4
95.5	77.8
87.2	98.2
85.4	70.4
82.9	74.5
83.7	69.8
80.9	71.3
94.6	68.4
85.4	70.8
86.7	68.3
82.3	85.3
88.2	76.7
72.5	68.4
90.1	93.3
81.5	83.8
86	86.7
96.4	95.6
93.9	83.7
88.2	92.3
89.6	78
71.9	75.3
75.5	78.1
93.9	66.4
85.2	76.3
62.8	82.1
83.6	94.1
84.4	80.7
76.8	94
77.7	84
82.2	83.6
81.6	79.7
68.8	77.1
75.2	67.6
87.4	79.7
89.9	74.3
85.4	79.3
80.1	72.9
80.6	75.3
78	79.5
88.4	92.3
83.1	76.3
85.7	96.5
80	83.3
78	79.8
79	75.4
81.1	84.1
74.3	94.8
83.9	83.6
84.5	66.7
73.6	76.3
88	87
96.5	85.5
98.2	92.9
86.2	89.8
84.7	77.1
73.1	67.4
76.4	82.9
85.7	64.1
83.3	76.4
91.3	78
79.1	87.4
91.2	75.3
80.6	83.9
85.9	80.4
79	79.1
93	78.5
90.6	73.8
83.4	93.2
83.6	94
89.8	77.3
81.5	74.6
80.9	67.9
84.8	71.5
83.8	81.4
84.9	82.3
94.7	91.3
88	76.3
74.3	83.2
79.5	82.9
79.6	72.8
80.6	81.3
86.4	69.8
78.2	67.6
94.3	79.2
88.7	89.8
81	74.9
92.1	75.6
86.4	85.2
91.2	86.6
96.3	96.4
89.5	80.9
84.3	83.6
83.6	82.9
86.9	79.6
78.9	77.1
88.4	73.9
81.3	83.2
90.9	74.9
86.4	86.1
89.3	80.4
79.7	75.8
91	79.2
85.5	78.8
82.3	83.4
91.7	83.8
89.6	76.8
88.9	73.9
88.7	90.5
95.2	73.3
86.9	76.9
97.1	94.1
89.7	78.1
89.6	74.3
91.5	85.1
88	83.5
94.5	81.9
99	82.4
96	76.3
90.5	82.4
97.9	60.5
87.2	89.6
90.1	74.5
85.2	74.3
94.6	75.3
100	79
93.6	66.5
98.9	65.2
86.4	74.2
95.6	59.3
91.4	60.6
77.9	70.5
89.7	80.4
96.8	75.5
100	45
73.2	55
87.5	62.6
88.5	62
87.9	57.4
89	63
100	51
95.4	86.7
98.9	94.9
99	88.4
88.1	75.7
98.9	72.7
96.7	85
95.4	75.9
91.6	69.7
89.5	72.4
93.2	73.2
87.4	68.5
92.7	67.1
86	75.7
100	84.9
100	83.6
87.3	82.1
100	73.9
91.3	74
100	68.4
97.4	79.1
94.8	83.5
98.6	83.4
94.6	77.5
100	86.9
98.6	78.5
96.2	83.9
96.1	80.2
98.7	89.2
97.5	79.7
93.5	85.1
98.6	76.5
98.6	83.1
100	87.1
100	76.3
98.5	79.1
98.7	88
96.3	85.4
94.9	75.4
100	86.9
91.7	89.2
98.7	88.9
100	92.2
87.4	91.2
100	74.4
89.8	94.7
97	63.5
95.8	89.7
100	96.5
100	83
100	71.8
100	80.4
98.4	82.5
92.3	77.8
